Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose"
0.33366700033366703,34.12065073400375,40.931717794716924,145.3201873413931,165.62569473386463,131.34139945880946,140.2672396910819,201.15407291744538,200.97208311843525,"0.513278603553772, 0.36353981494903564","0.5531104803085327, 0.3930361270904541","0.5258485674858093, 0.4729766845703125","0.5794517993927002, 0.5217212438583374","0.4028739929199219, 0.5750088095664978","0.4387114644050598, 0.5963659882545471","0.4610496461391449, 0.7258509397506714","0.4677770733833313, 0.7552090287208557","0.5804427266120911, 0.5352686047554016","0.6269958019256592, 0.6194487810134888","0.4608798027038574, 0.8783308863639832","0.43604937195777893, 0.9247013926506042","0.6154888272285461, 0.38011157512664795"
0.3670337003670337,34.059778877655496,41.549015015640514,146.28359279378444,166.03931329725216,132.38889178943995,139.8069102816676,200.73720245350452,200.91516916533615,"0.514803946018219, 0.36331623792648315","0.5517377257347107, 0.3929706811904907","0.5279947519302368, 0.47466760873794556","0.5792185068130493, 0.5214309692382812","0.405886173248291, 0.5743049383163452","0.4376243054866791, 0.5948787331581116","0.4618965685367584, 0.7256625294685364","0.46773403882980347, 0.7539403438568115","0.580403208732605, 0.5360902547836304","0.6270738840103149, 0.6193943023681641","0.46074700355529785, 0.8788216710090637","0.43701425194740295, 0.9247398376464844","0.615270733833313, 0.38034787774086"
0.4004004004004004,32.820757158112,41.981075231020306,151.56050169246,165.96553542382554,134.3888023983792,138.92334249488377,199.4542711657819,201.11664093004222,"0.5157296657562256, 0.363747775554657","0.5496953725814819, 0.39109861850738525","0.5278080701828003, 0.4769548773765564","0.5779855251312256, 0.5203145742416382","0.40957894921302795, 0.5745232105255127","0.43510252237319946, 0.5925583839416504","0.46188855171203613, 0.7274772524833679","0.46735987067222595, 0.7518925666809082","0.5781013369560242, 0.5500513315200806","0.6268821954727173, 0.6188863515853882","0.4603343904018402, 0.8826570510864258","0.43798160552978516, 0.9242742657661438","0.6150198578834534, 0.3809044063091278"
0.4337671004337671,35.73705148154474,42.27631253862029,156.6401579768653,165.54522402696588,135.71075801465327,138.70899804284284,197.82308113673545,200.09333033334306,"0.5220766663551331, 0.36626219749450684","0.5477033853530884, 0.38967710733413696","0.5397340655326843, 0.4854540228843689","0.57624351978302, 0.519298791885376","0.4139954447746277, 0.5755726099014282","0.43209391832351685, 0.5910611152648926","0.4617084562778473, 0.7318410873413086","0.46458157896995544, 0.7517194151878357","0.5827285647392273, 0.5548335313796997","0.6267489790916443, 0.6189709901809692","0.45939531922340393, 0.8888171315193176","0.4383395314216614, 0.9239886403083801","0.6150537729263306, 0.38096946477890015"
0.4671338004671338,40.01138641462827,42.37830768548754,169.8579757092962,164.6260030597558,137.82161781516047,138.57705446083708,196.33862146223967,198.1767699084437,"0.5279939770698547, 0.3681785762310028","0.5450968742370605, 0.3880583643913269","0.554572343826294, 0.48570695519447327","0.5731080770492554, 0.517791748046875","0.42064446210861206, 0.5764442682266235","0.42826205492019653, 0.5888457894325256","0.46202176809310913, 0.7318450212478638","0.4597378671169281, 0.7473956942558289","0.5847344398498535, 0.5571635365486145","0.6258358955383301, 0.6188315153121948","0.4580248296260834, 0.8920852541923523","0.4387909471988678, 0.9192785024642944","0.6152493357658386, 0.38098299503326416"
0.5005005005005005,37.79668356505062,41.48202372084252,164.11758607547557,163.41256535993827,137.45052126285512,141.28137138201984,196.80912502781368,193.22769047746755,"0.5268483757972717, 0.3667997121810913","0.5448795557022095, 0.38722339272499084","0.5489941835403442, 0.4848526418209076","0.5705173015594482, 0.5148069858551025","0.41943877935409546, 0.5760483145713806","0.4284561276435852, 0.587904155254364","0.4619956612586975, 0.7307868599891663","0.45254549384117126, 0.7472104430198669","0.5843778848648071, 0.555799126625061","0.6256011724472046, 0.6186248064041138","0.4579651951789856, 0.8920645713806152","0.4386482834815979, 0.9188534021377563","0.6152561902999878, 0.3809968829154968"
0.5338672005338673,41.76694075769008,40.695869955211016,170.5788653128063,161.5724569910879,136.27930151486538,140.8521284553479,197.59348515527543,193.51259564418714,"0.5279949903488159, 0.3674207031726837","0.5436381697654724, 0.38645386695861816","0.557189404964447, 0.4842568039894104","0.5673995018005371, 0.5143686532974243","0.4184592366218567, 0.575724720954895","0.4272938668727875, 0.5865734219551086","0.46233782172203064, 0.7289164662361145","0.45238667726516724, 0.745447039604187","0.5878832340240479, 0.555014431476593","0.6250514388084412, 0.6185864210128784","0.4577624797821045, 0.8916752934455872","0.43887561559677124, 0.9157031178474426","0.6148242354393005, 0.3809777796268463"
0.5672339005672339,47.82635464361164,42.63309333833149,183.79313157006408,162.0218530729955,137.76328490386356,137.51065609347788,195.52083870805942,195.88569649623489,"0.5425868630409241, 0.3738100230693817","0.5380414724349976, 0.38443678617477417","0.5795558094978333, 0.4850350022315979","0.5653655529022217, 0.5144426822662354","0.4286353588104248, 0.5757068395614624","0.4203929901123047, 0.582078754901886","0.4635779857635498, 0.7295554876327515","0.4525901675224304, 0.7372030019760132","0.5984456539154053, 0.5575924515724182","0.6244724988937378, 0.6174508333206177","0.45587587356567383, 0.891395092010498","0.43975457549095154, 0.9136760830879211","0.6133638620376587, 0.380548894405365"
0.6006006006006006,49.023549485075904,41.57430986954566,185.5305258093122,159.1303284410956,139.08162141324294,136.49214547792593,194.6195676213723,197.27140233028243,"0.5526281595230103, 0.3801092207431793","0.5344671607017517, 0.38305550813674927","0.5903713703155518, 0.49105191230773926","0.5601953864097595, 0.5149168372154236","0.4373146891593933, 0.577959418296814","0.4171541631221771, 0.5819457769393921","0.4665909707546234, 0.7331466674804688","0.45304131507873535, 0.7377107739448547","0.609683096408844, 0.573014497756958","0.6217492818832397, 0.6137678027153015","0.45564860105514526, 0.8921744227409363","0.4398186206817627, 0.9136795997619629","0.6112741231918335, 0.3802426755428314"
0.6339673006339673,50.6766466732281,41.34782572261706,188.6713849684856,158.17793327276266,138.70217172123057,135.4560339353905,196.5502638421232,198.3647392755724,"0.5552158951759338, 0.3824828267097473","0.5340458154678345, 0.3829140067100525","0.5968828797340393, 0.4933188855648041","0.5587496757507324, 0.515597403049469","0.4409635066986084, 0.579787015914917","0.4151850640773773, 0.5822977423667908","0.47155919671058655, 0.7339661121368408","0.4535713195800781, 0.7392515540122986","0.616134762763977, 0.5844270586967468","0.6209150552749634, 0.613671600818634","0.45665985345840454, 0.8937827348709106","0.4394495487213135, 0.9139424562454224","0.6103109121322632, 0.3801550567150116"
0.6673340006673341,51.70017718821939,41.63944350570785,188.97247218707062,157.91533634174561,136.91868325632473,133.8841006165066,200.20652430300336,199.8599792978246,"0.5606966614723206, 0.385560005903244","0.5312358140945435, 0.3826962113380432","0.600436270236969, 0.4927836060523987","0.5568858981132507, 0.5158257484436035","0.4424435496330261, 0.5795615911483765","0.41348958015441895, 0.580736517906189","0.47444218397140503, 0.7338460683822632","0.4556182026863098, 0.733871340751648","0.6195169687271118, 0.5877260565757751","0.620008111000061, 0.613061785697937","0.45054322481155396, 0.8939587473869324","0.4416998326778412, 0.9115945100784302","0.6103978753089905, 0.3795233368873596"
0.7007007007007008,52.8018003836232,41.444437591687816,192.18691002461807,158.20311949486057,138.23842752838223,133.4051059861864,228.86212655744296,199.00881793938137,"0.5619136095046997, 0.3863845467567444","0.5308006405830383, 0.3815990090370178","0.6036930680274963, 0.49238458275794983","0.5567299127578735, 0.5172929167747498","0.44451212882995605, 0.5795509815216064","0.41290345788002014, 0.5807427763938904","0.4737623333930969, 0.7378112077713013","0.45528560876846313, 0.728854238986969","0.6189901828765869, 0.58554607629776","0.6195433735847473, 0.6154552698135376","0.35159429907798767, 0.8920003771781921","0.44575953483581543, 0.9082072973251343","0.6104224920272827, 0.3794262707233429"
0.7340674007340674,55.301435578521485,41.08247511405036,192.64575742426481,157.9049529145645,137.35337859185935,129.8661879990537,229.7187755423535,204.74213411646184,"0.5645706653594971, 0.3956387937068939","0.5282778739929199, 0.38159340620040894","0.6046051979064941, 0.4928451478481293","0.5540564060211182, 0.5171969532966614","0.4455900192260742, 0.5794347524642944","0.4123989939689636, 0.5797466039657593","0.47322678565979004, 0.740615963935852","0.46320611238479614, 0.7207533121109009","0.6210076808929443, 0.5884158611297607","0.6173148155212402, 0.6151344180107117","0.346584290266037, 0.8916002511978149","0.4473462700843811, 0.9047248959541321","0.6115909814834595, 0.37881287932395935"
0.7674341007674341,52.87775460009734,41.19422494689966,189.07333909407805,158.04922851013487,136.7212764147363,129.708115852191,229.99739492979313,204.39139306978774,"0.5709688663482666, 0.3948327600955963","0.5258061289787292, 0.38147294521331787","0.6051808595657349, 0.49306315183639526","0.5519872903823853, 0.5168941020965576","0.4476350247859955, 0.5799362659454346","0.41040605306625366, 0.5793356895446777","0.4750913083553314, 0.7422100901603699","0.4623512327671051, 0.7217465043067932","0.6224731206893921, 0.589857280254364","0.6154741048812866, 0.6150566339492798","0.3479975163936615, 0.8915761709213257","0.44842714071273804, 0.9047244787216187","0.6126140356063843, 0.3780854344367981"
0.8008008008008008,52.643880505910374,41.54168972692279,189.36726072112643,156.89661565713246,134.8072129485137,127.43207598235468,234.59291684023654,205.1067628734467,"0.5733379125595093, 0.39361557364463806","0.5251559019088745, 0.38132309913635254","0.6063534617424011, 0.492811918258667","0.5501800775527954, 0.5177427530288696","0.4468116760253906, 0.5795497298240662","0.40678977966308594, 0.577176034450531","0.47825437784194946, 0.741945207118988","0.46211105585098267, 0.718189001083374","0.6213719248771667, 0.5871896743774414","0.6153287887573242, 0.6161795854568481","0.33621668815612793, 0.8909171223640442","0.45017901062965393, 0.9034056663513184","0.6129525899887085, 0.37760525941848755"
0.8341675008341676,51.31837457685544,40.930747749364755,187.0181166907223,154.81688188975386,134.43413371234232,128.4432090250109,232.89868001119376,203.06589890248787,"0.5787943005561829, 0.39259567856788635","0.5240155458450317, 0.3809826076030731","0.6077248454093933, 0.49361634254455566","0.5463219285011292, 0.5177444815635681","0.4497361183166504, 0.5746177434921265","0.4072454571723938, 0.5702921152114868","0.4793747365474701, 0.7388771176338196","0.46075233817100525, 0.7181868553161621","0.6232900023460388, 0.5923070311546326","0.6141316890716553, 0.6166051626205444","0.3409760296344757, 0.8890138864517212","0.450565904378891, 0.901748776435852","0.6129932403564453, 0.3773772120475769"
0.8675342008675342,52.69837264712617,42.04400508100341,189.50152817312198,156.07665563523787,133.84216128780048,128.62345583710967,222.29054835450768,202.13525692955838,"0.5802828073501587, 0.3920578360557556","0.5239232778549194, 0.38100793957710266","0.6105342507362366, 0.49354949593544006","0.54747474193573, 0.5186231732368469","0.45178651809692383, 0.5682655572891235","0.40753063559532166, 0.5648919343948364","0.4803318381309509, 0.7292157411575317","0.459625780582428, 0.7158101797103882","0.622811496257782, 0.5921715497970581","0.6143920421600342, 0.6192089915275574","0.3787127435207367, 0.8903754949569702","0.4495602548122406, 0.902194619178772","0.6138936281204224, 0.3775304853916168"
0.9009009009009009,52.2646799822358,42.63471408753599,187.75099675824475,157.61903854646437,130.95605503290793,129.80344410358617,205.9270118859508,199.70975229177898,"0.582421600818634, 0.39446401596069336","0.5232254266738892, 0.3810298442840576","0.6097965240478516, 0.49530333280563354","0.5473752617835999, 0.515724778175354","0.4538481831550598, 0.5646129846572876","0.40714722871780396, 0.5634468793869019","0.4873139262199402, 0.7224992513656616","0.4558790624141693, 0.7158998250961304","0.6235169768333435, 0.6004121899604797","0.6123785376548767, 0.6175801753997803","0.4455215334892273, 0.8906235694885254","0.44941288232803345, 0.9026379585266113","0.6141818761825562, 0.377765029668808"
0.9342676009342676,51.769708558214134,41.733797950956905,185.9555482927604,155.72835862266513,129.06172302199326,126.07086227133753,224.8340303300136,204.79985672406198,"0.5871440768241882, 0.39562153816223145","0.5212457180023193, 0.381557434797287","0.6101902723312378, 0.4973640441894531","0.5426973104476929, 0.5157997012138367","0.4528689384460449, 0.5613976716995239","0.40677610039711, 0.5601717829704285","0.48709696531295776, 0.7233793139457703","0.46433717012405396, 0.7080041170120239","0.6229096055030823, 0.6039141416549683","0.6100901961326599, 0.6181983351707458","0.37889963388442993, 0.8906109929084778","0.452440083026886, 0.9011067152023315","0.6148320436477661, 0.3775659501552582"
0.9676343009676344,52.107699617917895,42.730336904519596,184.69667460210587,155.97825496073435,127.80190801490389,120.04851924662562,232.59190143216387,213.52870172801275,"0.5912129878997803, 0.39638859033584595","0.5214388370513916, 0.3835526406764984","0.6113444566726685, 0.49935656785964966","0.5422674417495728, 0.5166544914245605","0.4530690312385559, 0.555051863193512","0.40705758333206177, 0.5541782975196838","0.48611021041870117, 0.72264564037323","0.4786056578159332, 0.7001292705535889","0.6232286691665649, 0.605880856513977","0.6082108020782471, 0.6185265183448792","0.3376971483230591, 0.8907561302185059","0.4534389078617096, 0.8935407400131226","0.6142919063568115, 0.3722397983074188"
1.001001001001001,49.76666437204477,41.11251702143054,181.63062536073275,153.74815075797062,128.88868438617538,125.31156454331165,230.82783276378453,205.08383728070947,"0.5969905257225037, 0.4002950191497803","0.5181493759155273, 0.3841340243816376","0.6117445826530457, 0.502850353717804","0.5366081595420837, 0.5164795517921448","0.45788222551345825, 0.5570865869522095","0.4068633019924164, 0.5543755292892456","0.48554515838623047, 0.7218407988548279","0.4651886820793152, 0.7023221254348755","0.6239091157913208, 0.6086968183517456","0.6058412790298462, 0.6183839440345764","0.3370634913444519, 0.8908745646476746","0.45316678285598755, 0.8951306343078613","0.614749014377594, 0.37119102478027344"
1.0343677010343677,47.94721723344916,39.43797458964303,179.79915381444937,151.482796835508,129.74040813388515,127.99301507937037,227.9894156143447,200.26995672208503,"0.6012418270111084, 0.4025353491306305","0.5172656178474426, 0.3844020664691925","0.6121147274971008, 0.5050852298736572","0.5316945910453796, 0.5168489813804626","0.4613173007965088, 0.5585110783576965","0.40642857551574707, 0.5536459684371948","0.48533549904823303, 0.7218607664108276","0.4580684304237366, 0.7054553031921387","0.6234715580940247, 0.6087327599525452","0.6020338535308838, 0.6183009147644043","0.34525781869888306, 0.8910362124443054","0.4531518518924713, 0.8952916264533997","0.6147465109825134, 0.36894941329956055"
1.0677344010677345,46.65836193614551,39.22175362452256,181.03887035289188,155.154970536411,133.2589793968924,129.45822192328203,225.59959362782064,199.9662528496402,"0.6019926071166992, 0.40200075507164","0.5118037462234497, 0.38443028926849365","0.613617479801178, 0.5049425363540649","0.5291702151298523, 0.5166658163070679","0.46896058320999146, 0.5593369007110596","0.4061788022518158, 0.5551853775978088","0.48733216524124146, 0.7199445366859436","0.4578618109226227, 0.7069871425628662","0.6233894228935242, 0.6082408428192139","0.5935060977935791, 0.6183295845985413","0.35059863328933716, 0.8883511424064636","0.4540180265903473, 0.8960990905761719","0.6165153980255127, 0.369515597820282"
1.1011011011011012,46.48416887051556,39.439841709691706,181.8354625870886,156.94347714170064,133.3767328378417,132.03167303216316,224.61224947895704,197.63806114559688,"0.6037502288818359, 0.4018618166446686","0.5067872405052185, 0.38471078872680664","0.6150168776512146, 0.5053509473800659","0.5278905034065247, 0.5175904631614685","0.470231831073761, 0.5594631433486938","0.4061121344566345, 0.5561990737915039","0.48805880546569824, 0.7195975184440613","0.4555385708808899, 0.712459921836853","0.6230326890945435, 0.6100574731826782","0.5913802981376648, 0.6188781261444092","0.3552643358707428, 0.8879863619804382","0.45525893568992615, 0.899803638458252","0.6170988082885742, 0.371376633644104"
1.1344678011344678,44.992288846377484,39.04910124266731,182.52821959554663,158.0459732482164,134.37468567545804,131.73306535929285,225.662757396757,199.05611471108924,"0.6061065196990967, 0.4021262526512146","0.5025219321250916, 0.3846319317817688","0.6152076125144958, 0.5049415826797485","0.5250175595283508, 0.5172013640403748","0.4722745418548584, 0.5619962215423584","0.4056326448917389, 0.5564540028572083","0.4879850745201111, 0.7196294069290161","0.45572608709335327, 0.7031945586204529","0.6197888255119324, 0.6086084246635437","0.5874201059341431, 0.6186956763267517","0.3471319079399109, 0.8876633644104004","0.45501604676246643, 0.8992217779159546","0.617511510848999, 0.37210553884506226"
1.1678345011678346,43.99903957032651,37.72159585448373,187.36333102907335,157.81402115759357,132.89982439871184,133.15439564201483,232.32043983115756,196.52155208394444,"0.60765540599823, 0.40327340364456177","0.5013395547866821, 0.3849121630191803","0.6151317358016968, 0.5053427815437317","0.5209230184555054, 0.5154064893722534","0.4705498218536377, 0.5677757263183594","0.4044318199157715, 0.5584017634391785","0.4919305443763733, 0.7348998785018921","0.451080322265625, 0.7049347758293152","0.609449028968811, 0.6078185439109802","0.5821771025657654, 0.6184850931167603","0.3370882272720337, 0.8895800709724426","0.4550042152404785, 0.9026033282279968","0.619427502155304, 0.37224096059799194"
1.2012012012012012,41.45700133275535,35.497106654036884,190.61442125008384,157.47659132701145,134.92567598940977,137.44552622430382,232.62169826466697,190.09415314801873,"0.6096383929252625, 0.4065445363521576","0.49853068590164185, 0.3832007646560669","0.6148020029067993, 0.5067301988601685","0.5154303908348083, 0.5115712881088257","0.4722827076911926, 0.5791836977005005","0.40271076560020447, 0.5634317994117737","0.49115830659866333, 0.7431286573410034","0.44013720750808716, 0.7075563669204712","0.6012685298919678, 0.6073020100593567","0.574554979801178, 0.6138826012611389","0.33777183294296265, 0.8909734487533569","0.4554727077484131, 0.9040365219116211","0.6193365454673767, 0.3725804388523102"
1.234567901234568,39.629546220053165,34.50803105570644,192.4377171723554,157.88884449081482,137.19469932300188,136.57425462574403,230.29775079667522,192.13670278126637,"0.6104153394699097, 0.40921521186828613","0.49665290117263794, 0.3824501037597656","0.613970935344696, 0.5096196532249451","0.5125224590301514, 0.5091100335121155","0.4768138527870178, 0.5826915502548218","0.4023284912109375, 0.5646809935569763","0.49120503664016724, 0.7407046556472778","0.44224634766578674, 0.7033498287200928","0.5960520505905151, 0.6071602702140808","0.5689607262611389, 0.6098767518997192","0.34049874544143677, 0.8909180760383606","0.45503339171409607, 0.8898359537124634","0.619265615940094, 0.37277913093566895"
1.2679346012679347,39.75116995260447,33.073208842788254,194.46924550907204,155.9336995699846,140.58450346713298,136.6182594056991,224.8552954770102,193.03219139678313,"0.611461877822876, 0.4136384129524231","0.4957495629787445, 0.3824291527271271","0.6137492656707764, 0.5135387182235718","0.5088385343551636, 0.5074483752250671","0.4754963517189026, 0.5849413871765137","0.40144777297973633, 0.5667398571968079","0.47816652059555054, 0.7416805624961853","0.44327908754348755, 0.7099274396896362","0.5927907824516296, 0.6031941175460815","0.5635380148887634, 0.602026104927063","0.3352578580379486, 0.8902919888496399","0.45352187752723694, 0.8901316523551941","0.6200474500656128, 0.37316012382507324"
1.3013013013013013,37.66172085905616,30.82083438521647,197.31019302560472,155.73502981473425,137.3506076202791,137.46656786908684,230.20699279657748,192.15359203154247,"0.612842321395874, 0.41738492250442505","0.4946918487548828, 0.3808088004589081","0.6124750375747681, 0.5199819803237915","0.5051062703132629, 0.5021868348121643","0.47749415040016174, 0.5914551019668579","0.4015507102012634, 0.5724825263023376","0.49014347791671753, 0.7426437735557556","0.44434985518455505, 0.7158971428871155","0.5867456197738647, 0.6015093326568604","0.5585699081420898, 0.5979703068733215","0.33870404958724976, 0.8918560147285461","0.4587354063987732, 0.9002019762992859","0.6194281578063965, 0.37326258420944214"
1.3346680013346681,33.96467818744625,26.85522457112357,199.51747816792064,156.0974630323651,136.9535743032767,139.5632874810749,230.98529309123754,190.03458588374107,"0.6146906614303589, 0.4233621656894684","0.4948599934577942, 0.3792998194694519","0.6102932691574097, 0.5261345505714417","0.49880847334861755, 0.49563154578208923","0.4864935278892517, 0.5971509218215942","0.40394148230552673, 0.5750662088394165","0.5032961964607239, 0.7416720390319824","0.44305315613746643, 0.7158554792404175","0.5800853967666626, 0.60102379322052","0.5451176762580872, 0.5912286639213562","0.3542786240577698, 0.894090473651886","0.4610980451107025, 0.9035725593566895","0.6186538338661194, 0.3732456564903259"
1.3680347013680347,31.342376683136457,22.706072046058924,199.09944947594653,153.04387169901094,136.49873914788705,140.71069065105502,228.46057121636392,190.30965568814156,"0.6164863705635071, 0.4274419844150543","0.49532514810562134, 0.37670689821243286","0.6065089106559753, 0.5251362323760986","0.4926387667655945, 0.48800286650657654","0.49001345038414, 0.5942225456237793","0.4070015847682953, 0.5742605924606323","0.5058301687240601, 0.7368605136871338","0.4440903663635254, 0.7107648849487305","0.5742537975311279, 0.5945261716842651","0.5385977029800415, 0.5840408205986023","0.362090528011322, 0.8957559466362","0.46069273352622986, 0.9047857522964478","0.610230565071106, 0.3707943558692932"
