Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose"
0.0,13.896254624053222,24.439788321742963,135.5523949859732,128.859166724185,127.02296338211201,136.2064348090396,198.51430856518414,195.83225259158633,"0.443565309047699, 0.38361796736717224","0.47594213485717773, 0.4409366548061371","0.42556148767471313, 0.46620264649391174","0.46304911375045776, 0.5359241962432861","0.3551301956176758, 0.5633848905563354","0.3835875391960144, 0.5877664089202881","0.41156744956970215, 0.675196647644043","0.41132110357284546, 0.7225865721702576","0.4704311490058899, 0.5375944972038269","0.49935969710350037, 0.5743066668510437","0.42287391424179077, 0.7530022859573364","0.4022660255432129, 0.8456518054008484","0.5286496877670288, 0.4215834140777588"
0.033366700033366704,8.018005630690517,25.443047249136914,129.89540715773484,130.90658192009425,131.10147382236923,135.77808380182418,190.71187859966923,195.60848287199275,"0.4423757493495941, 0.383175790309906","0.4779128432273865, 0.44177842140197754","0.4163409173488617, 0.46473804116249084","0.4660601019859314, 0.5364784598350525","0.3549717664718628, 0.5646160840988159","0.3837248682975769, 0.5891855955123901","0.4025525152683258, 0.6757516860961914","0.4111758768558502, 0.7223879098892212","0.461698442697525, 0.5362061858177185","0.4992040991783142, 0.5733411908149719","0.4208243489265442, 0.758406400680542","0.4026390016078949, 0.8455923795700073","0.5286062955856323, 0.4219134747982025"
0.06673340006673341,8.68900612153862,26.3399162631194,130.5256380193436,128.3442352976934,132.44916981209053,135.3339031009314,188.02366279183556,195.55042765475596,"0.44104623794555664, 0.3830632269382477","0.4798441529273987, 0.4426601827144623","0.4163561761379242, 0.46580004692077637","0.4682447016239166, 0.5425013303756714","0.3547469675540924, 0.5655895471572876","0.3838804066181183, 0.5906191468238831","0.4000367224216461, 0.676315426826477","0.41116613149642944, 0.7223848104476929","0.46260231733322144, 0.5373997092247009","0.4991282820701599, 0.5733537673950195","0.4207684397697449, 0.7581132650375366","0.40288257598876953, 0.8454397320747375","0.5270826816558838, 0.4219161868095398"
0.1001001001001001,8.939365939019355,26.73084360784975,130.59616558009398,126.81448014228738,132.52825863028784,134.99048168366892,187.0452887557938,195.56697174951034,"0.44015008211135864, 0.382935494184494","0.4809151589870453, 0.44339680671691895","0.4157690107822418, 0.4658035337924957","0.46923476457595825, 0.5451903343200684","0.3536674976348877, 0.5656095743179321","0.38395020365715027, 0.5911428928375244","0.3989015817642212, 0.6767979264259338","0.41118597984313965, 0.7222808599472046","0.462272971868515, 0.5373883843421936","0.49908027052879333, 0.5733746886253357","0.4207989573478699, 0.757996141910553","0.40294113755226135, 0.8453047871589661","0.5260800719261169, 0.42191410064697266"
0.13346680013346682,7.43383512146146,29.531762435959564,131.27849543149833,139.93865103165163,132.25292869310724,135.3362242117934,187.71700706282093,195.25185432157775,"0.438978374004364, 0.3829355537891388","0.48113393783569336, 0.4433712959289551","0.41273385286331177, 0.4657150208950043","0.4748567044734955, 0.5418903231620789","0.35314348340034485, 0.5668028593063354","0.3844011723995209, 0.5913212895393372","0.39911219477653503, 0.6765736937522888","0.4110282063484192, 0.7223578691482544","0.456218421459198, 0.5377128720283508","0.5001225471496582, 0.5761405229568481","0.42090457677841187, 0.757872998714447","0.40293675661087036, 0.8452976942062378","0.5251299142837524, 0.42187967896461487"
0.16683350016683351,7.75277084284283,31.142794655248768,132.61987656531215,144.49670611154565,131.83253524979858,135.52893119527536,188.04435356566785,195.1050019353638,"0.4383322298526764, 0.3829423785209656","0.48112377524375916, 0.44335609674453735","0.41272082924842834, 0.46571511030197144","0.47772154211997986, 0.5433546304702759","0.3522941470146179, 0.5679082870483398","0.3845846354961395, 0.5914953947067261","0.39891475439071655, 0.6765688061714172","0.4109210968017578, 0.7223494052886963","0.45507413148880005, 0.5385230779647827","0.5006739497184753, 0.5779601335525513","0.4209883213043213, 0.7579403519630432","0.4029143452644348, 0.8453197479248047","0.5244454145431519, 0.42184382677078247"
0.2002002002002002,0.0025355812760854304,30.74452329450256,126.83454604704978,146.5486111383988,130.78799366709185,135.98502034556364,189.12984728659936,194.53189842703947,"0.43718409538269043, 0.3838854730129242","0.48106950521469116, 0.44345468282699585","0.3991181552410126, 0.4657137393951416","0.4774293303489685, 0.5398515462875366","0.35073837637901306, 0.5696915984153748","0.3845720589160919, 0.5925763845443726","0.39891719818115234, 0.6765850782394409","0.41023677587509155, 0.7232956290245056","0.43809160590171814, 0.5383443236351013","0.5003150701522827, 0.5775085687637329","0.4208810329437256, 0.7578057050704956","0.4029163420200348, 0.8456454277038574","0.5245362520217896, 0.4220179617404938"
0.2335669002335669,1.5483861492768252,30.520679872010373,124.30583254853207,147.3350921081394,129.93416678320912,136.20511878717878,189.526954148016,194.20402570272344,"0.4365934431552887, 0.384364515542984","0.4810006618499756, 0.4435242712497711","0.3957677483558655, 0.4654962122440338","0.4771904945373535, 0.5382729768753052","0.3492281138896942, 0.5703345537185669","0.38457342982292175, 0.5930153727531433","0.3985671103000641, 0.6766139268875122","0.40984758734703064, 0.7233872413635254","0.4356323182582855, 0.5374656319618225","0.5000307559967041, 0.5772623419761658","0.4208826422691345, 0.7577649354934692","0.40293389558792114, 0.8457964062690735","0.5245876312255859, 0.4221929609775543"
0.26693360026693363,5.709599893841134,30.87042388602692,132.53616065804565,148.5417011313579,129.85694731551143,136.94196160050197,189.3092616816449,193.68257751846735,"0.43652796745300293, 0.3854300379753113","0.4788754880428314, 0.4430623948574066","0.4070504307746887, 0.4684385657310486","0.4765419065952301, 0.5393354296684265","0.34932801127433777, 0.5702343583106995","0.38425204157829285, 0.5929795503616333","0.39873433113098145, 0.6767550706863403","0.409125417470932, 0.7233816981315613","0.44491109251976013, 0.5399052500724792","0.4987584948539734, 0.5777077078819275","0.4212937355041504, 0.7576982975006104","0.4029218554496765, 0.8465439677238464","0.5247151851654053, 0.4221135079860687"
0.3003003003003003,6.762455702456046,31.294920933915,134.79647629103727,149.5857117712131,129.9368375281201,137.42802024046526,188.4057607129308,193.40248966194093,"0.43646439909935, 0.3854627013206482","0.47730737924575806, 0.44330185651779175","0.40916305780410767, 0.46811747550964355","0.4764293134212494, 0.5394390821456909","0.34959346055984497, 0.5714093446731567","0.38392192125320435, 0.5938103199005127","0.3989514708518982, 0.6771517992019653","0.40861043334007263, 0.723801851272583","0.4456733167171478, 0.5400058627128601","0.4987573027610779, 0.5782827734947205","0.42294710874557495, 0.7575601935386658","0.402921587228775, 0.8467721939086914","0.5271166563034058, 0.4218711256980896"
