Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Lateral Bending Angle,Leaning
0.4337671004337671,23.11313444761058,25.338543206506014,155.36954955365505,161.38351900221193,144.45279967474033,148.2502157784822,207.31374036532665,198.3035871841472,"0.4414369463920593, 0.37546247243881226","0.45167914032936096, 0.37326759099960327","0.4507560133934021, 0.4874064326286316","0.4553627371788025, 0.4850858747959137","0.3739662170410156, 0.5788275599479675","0.35997337102890015, 0.5846630930900574","0.4147692620754242, 0.7106993198394775","0.38158851861953735, 0.7328650951385498","0.501973032951355, 0.5783420205116272","0.49471259117126465, 0.5903134942054749","0.38777995109558105, 0.861896812915802","0.3516426384449005, 0.9026004672050476","0.5192808508872986, 0.34085768461227417",-20.995764807551136,Leading Side
0.4671338004671338,22.70316003554583,25.50444620786958,154.32527294943762,161.47539804639112,144.32635106174482,148.22332388021746,207.47688527302296,198.2873093416158,"0.44081082940101624, 0.37541481852531433","0.4518003463745117, 0.37371158599853516","0.44941553473472595, 0.4873347282409668","0.455714613199234, 0.48538938164711","0.3735467791557312, 0.5787221193313599","0.36010026931762695, 0.5846368074417114","0.4147673547267914, 0.7105239629745483","0.38164252042770386, 0.7326724529266357","0.5019434094429016, 0.5780553817749023","0.49509772658348083, 0.5905453562736511","0.3877774775028229, 0.8618913888931274","0.3516640067100525, 0.9025554656982422","0.5193661451339722, 0.34092462062835693",-20.99459414344072,Leading Side
0.5005005005005005,24.034245339651303,24.662861768336004,156.66100278527534,162.02010070068957,144.34296825306302,148.30807117539737,207.0452023957423,198.36076310811555,"0.4421707093715668, 0.37637776136398315","0.45058026909828186, 0.3737093210220337","0.45284944772720337, 0.48930495977401733","0.45319098234176636, 0.4848528802394867","0.3739679455757141, 0.5786615014076233","0.35976582765579224, 0.584403395652771","0.4144527018070221, 0.7108765840530396","0.3815862834453583, 0.7326245903968811","0.5018895864486694, 0.5787266492843628","0.48898857831954956, 0.5869290828704834","0.38777613639831543, 0.8618522882461548","0.35166800022125244, 0.9025408029556274","0.5193799734115601, 0.34101802110671997",-21.059212324948763,Leading Side
0.5338672005338673,24.539504452328583,23.678744077313063,157.9446738058863,159.4050510551835,143.78653915124437,148.18732744997098,205.94217544674248,198.09315022459933,"0.4487942159175873, 0.3780452013015747","0.4481944441795349, 0.37371477484703064","0.45767027139663696, 0.49010592699050903","0.44897356629371643, 0.48558393120765686","0.3757614195346832, 0.578584611415863","0.3576529920101166, 0.5841547846794128","0.4142809510231018, 0.7111458778381348","0.37995368242263794, 0.7327871918678284","0.5024157166481018, 0.5795223712921143","0.4871809482574463, 0.585148811340332","0.38835403323173523, 0.8621988296508789","0.3513181805610657, 0.9028088450431824","0.5195109248161316, 0.34096434712409973",-21.703089859545813,Leading Side
0.5672339005672339,24.41446877462857,20.49109653214489,157.96949763228574,152.90448304532487,144.15601946232232,148.51268757505247,205.3594489000272,197.7524415516439,"0.45045337080955505, 0.37897321581840515","0.4463292956352234, 0.3732139468193054","0.45868831872940063, 0.49073562026023865","0.4411899149417877, 0.4888461232185364","0.3770098090171814, 0.5785828828811646","0.35666030645370483, 0.5840924978256226","0.4141640067100525, 0.7112643718719482","0.37878984212875366, 0.7330300807952881","0.50266033411026, 0.5799232721328735","0.4833274781703949, 0.5810924768447876","0.38832226395606995, 0.8621934056282043","0.3509414792060852, 0.9030691385269165","0.5199491381645203, 0.34096425771713257",-21.671008443209892,Leading Side
0.6006006006006006,24.68472019461389,20.298630173289023,158.42752181512722,152.59291723236387,144.14349171762797,148.6677627925295,205.26632759990505,197.551495288289,"0.4512236714363098, 0.3794243037700653","0.44593173265457153, 0.37310919165611267","0.45966774225234985, 0.4912516474723816","0.44052642583847046, 0.4881373345851898","0.3772922158241272, 0.5785761475563049","0.35642364621162415, 0.5840891599655151","0.41410255432128906, 0.711400032043457","0.3783144950866699, 0.7333576679229736","0.5028882622718811, 0.5802976489067078","0.4830142855644226, 0.5804418325424194","0.38812151551246643, 0.8621854782104492","0.35078132152557373, 0.9031966328620911","0.5200403332710266, 0.34087899327278137",-21.727524728394954,Leading Side
0.6339673006339673,24.9962030768239,20.188244764905946,159.99068160359386,150.67418250783948,145.27829626619604,148.79890097811932,204.46079021865327,197.70521576627905,"0.45224228501319885, 0.37982866168022156","0.44334477186203003, 0.3744904696941376","0.4617672860622406, 0.4911437928676605","0.4382243752479553, 0.49195677042007446","0.37946435809135437, 0.5786452293395996","0.3557092547416687, 0.5841522216796875","0.41410985589027405, 0.7114967107772827","0.37807565927505493, 0.7335081100463867","0.5031233429908752, 0.5802374482154846","0.4824599623680115, 0.5794150829315186","0.38801687955856323, 0.8618621826171875","0.35062137246131897, 0.903235137462616","0.5202172994613647, 0.34087973833084106",-21.440423149467414,Leading Side
0.6673340006673341,24.9772395269058,20.069947117853943,160.49930902515797,149.1659143488724,145.78753092040927,148.68796860703134,204.005518304907,197.79082132861151,"0.45336562395095825, 0.3800780177116394","0.44254201650619507, 0.3751787841320038","0.4628651738166809, 0.49110499024391174","0.43710508942604065, 0.4944791793823242","0.38074350357055664, 0.5786681771278381","0.3552044928073883, 0.5841778516769409","0.4141760766506195, 0.7115176916122437","0.377882182598114, 0.7335500121116638","0.5032614469528198, 0.5801950693130493","0.48276519775390625, 0.5795467495918274","0.38799479603767395, 0.861840546131134","0.3505215048789978, 0.9032663106918335","0.520426869392395, 0.34082087874412537",-21.427677396987907,Leading Side
0.7007007007007008,25.093615994209653,20.63466773142836,161.00159724076596,149.86253291313656,145.9813533043026,148.50389244610045,203.8685332915284,197.8914184699958,"0.45396384596824646, 0.3802110552787781","0.4421631395816803, 0.3765300214290619","0.46368059515953064, 0.49099159240722656","0.43778085708618164, 0.4943667948246002","0.3813665509223938, 0.5787972211837769","0.354969322681427, 0.5843163728713989","0.41431817412376404, 0.7115737199783325","0.37790438532829285, 0.7336463928222656","0.5032655596733093, 0.5798546075820923","0.4836339056491852, 0.5805760622024536","0.3879886269569397, 0.8619575500488281","0.3505052924156189, 0.9035689234733582","0.5205727219581604, 0.34050998091697693",-21.465416203856787,Leading Side
0.7340674007340674,24.946042042802187,20.791290313188156,161.10735823948573,149.7798758824297,146.26123505197867,148.39523661901464,203.6228390481773,197.92659040419724,"0.4548830986022949, 0.3803052008152008","0.44214463233947754, 0.37700870633125305","0.4642614722251892, 0.4909030497074127","0.43795639276504517, 0.4944363534450531","0.38221442699432373, 0.5788910984992981","0.3548392951488495, 0.5843557119369507","0.4144307076931, 0.7116552591323853","0.37787771224975586, 0.7336782217025757","0.5032824277877808, 0.5796287655830383","0.4845644533634186, 0.5814422369003296","0.3879685699939728, 0.861987292766571","0.35047540068626404, 0.9036962389945984","0.5207020044326782, 0.3400723338127136",-21.508892917443976,Leading Side
0.7674341007674341,24.96842241463593,21.336999401981892,161.33912632153778,150.6580934519258,146.3247057638108,148.36000240400253,203.6618153708498,197.9222950584941,"0.4545619487762451, 0.38023093342781067","0.4420524537563324, 0.3777167797088623","0.4640933871269226, 0.4900570511817932","0.4389665126800537, 0.49341434240341187","0.3822155296802521, 0.5789110660552979","0.3548582196235657, 0.5844881534576416","0.4144957661628723, 0.7116626501083374","0.37789186835289, 0.733704686164856","0.5032389163970947, 0.5795683860778809","0.48651137948036194, 0.5835376381874084","0.38798031210899353, 0.862118124961853","0.35051828622817993, 0.9037076234817505","0.5211761593818665, 0.33988967537879944",-21.479085284620975,Leading Side
0.8008008008008008,24.95645030392674,21.76870399203412,161.6086260897574,151.13540649251598,146.48975166352966,148.32210388365027,203.58855631226905,197.9381361660709,"0.45470350980758667, 0.3802148401737213","0.44189995527267456, 0.3782980740070343","0.4642783999443054, 0.48951736092567444","0.4396549165248871, 0.4932161271572113","0.3825741410255432, 0.578926682472229","0.35483017563819885, 0.5845426917076111","0.4145961403846741, 0.7116940021514893","0.3778987228870392, 0.7337285876274109","0.5032380223274231, 0.5795576572418213","0.4879569113254547, 0.5850409865379333","0.3879825472831726, 0.8621904253959656","0.350524365901947, 0.9037178754806519","0.5214269757270813, 0.33955898880958557",-21.461108707992725,Leading Side
0.8341675008341676,24.50773695152724,22.31801386961237,161.17427820249492,151.69069539981237,146.51684561820417,147.95089517535607,203.50220620475275,198.24713968028232,"0.45644813776016235, 0.3806625008583069","0.4412895739078522, 0.37830227613449097","0.46468132734298706, 0.4893730580806732","0.44001683592796326, 0.49311190843582153","0.38355186581611633, 0.5790375471115112","0.35400235652923584, 0.5844064950942993","0.4149959981441498, 0.7119888067245483","0.3779066205024719, 0.7337132692337036","0.5032362937927246, 0.5795164108276367","0.48823586106300354, 0.5850563049316406","0.38789647817611694, 0.8626655340194702","0.35052043199539185, 0.9037183523178101","0.5214260816574097, 0.3385156989097595",-21.604753530942798,Leading Side
0.8675342008675342,24.207750124927536,22.701744672546955,160.84136464585876,152.16792193916564,146.351367793317,147.64881686602186,203.599710837746,198.45583335992012,"0.45791783928871155, 0.3810194432735443","0.4411352276802063, 0.37827008962631226","0.46507859230041504, 0.48933929204940796","0.4404183328151703, 0.4928792417049408","0.3841545879840851, 0.5790922045707703","0.35346049070358276, 0.5842176079750061","0.4153946340084076, 0.7120441198348999","0.37791678309440613, 0.7337096929550171","0.5032414197921753, 0.579504132270813","0.4883514940738678, 0.5850613117218018","0.3877761960029602, 0.8628712892532349","0.35048842430114746, 0.9037195444107056","0.5214117169380188, 0.33800357580184937",-21.78060825574424,Leading Side
0.9009009009009008,24.315897117788243,22.999170484686186,161.10221766231223,152.71115762840915,146.11466697989408,147.06553956115246,203.71931504551895,198.7814931967163,"0.45867347717285156, 0.38140204548835754","0.4410577416419983, 0.37795504927635193","0.4655855596065521, 0.48933887481689453","0.44048914313316345, 0.4915556013584137","0.38412386178970337, 0.5791951417922974","0.35238662362098694, 0.5839861631393433","0.4154222905635834, 0.7122860550880432","0.3778219521045685, 0.7335983514785767","0.5031789541244507, 0.5798207521438599","0.4881220757961273, 0.5850321650505066","0.3875015079975128, 0.8631423115730286","0.3504534661769867, 0.9038379788398743","0.5213227272033691, 0.33730465173721313",-22.007947512043227,Leading Side
0.9342676009342676,24.19852533460565,23.36473762225563,161.14142420907223,153.41317493147835,146.08844299502698,146.8379919823899,203.7626217598071,198.98552118510904,"0.4591595232486725, 0.3813892602920532","0.4405187666416168, 0.3776865303516388","0.46568188071250916, 0.48921066522598267","0.44062209129333496, 0.4913061261177063","0.384160578250885, 0.5794833898544312","0.3516245484352112, 0.583971381187439","0.41548171639442444, 0.713286817073822","0.37759488821029663, 0.7335549592971802","0.502867579460144, 0.5797873139381409","0.4876161515712738, 0.5849920511245728","0.3874507248401642, 0.8632448315620422","0.35018545389175415, 0.9039891958236694","0.5201877355575562, 0.33479154109954834",-22.062513272499466,Leading Side
0.9676343009676344,24.557614457680103,23.61931639677011,161.63183789778554,153.86438040738886,146.0808318037836,147.0669603943169,204.0388707962681,199.0233599152341,"0.4575861990451813, 0.38142603635787964","0.4389727711677551, 0.37801212072372437","0.4652271270751953, 0.48917537927627563","0.4401032030582428, 0.491274893283844","0.3835291862487793, 0.5794864296913147","0.35134732723236084, 0.5839699506759644","0.41551533341407776, 0.7135651111602783","0.3774110972881317, 0.7335312962532043","0.5025578141212463, 0.5796368718147278","0.48728078603744507, 0.5850467085838318","0.38743501901626587, 0.8633068203926086","0.3499796688556671, 0.9040707349777222","0.5193915367126465, 0.3331182301044464",-21.810598427149703,Leading Side
1.001001001001001,24.811716786800627,23.68905307829939,162.0387706924344,154.06416328729236,146.05010218429138,147.1257481103258,204.17620158198767,199.10167611916043,"0.4569677412509918, 0.3816273510456085","0.4379538595676422, 0.37826886773109436","0.46519312262535095, 0.48894938826560974","0.4394822120666504, 0.49110546708106995","0.38326752185821533, 0.5794944763183594","0.35101228952407837, 0.5839577913284302","0.4155455529689789, 0.7137266397476196","0.3772710859775543, 0.733470618724823","0.5024629235267639, 0.5796244740486145","0.48675522208213806, 0.5850489735603333","0.38740071654319763, 0.8633182644844055","0.3498132824897766, 0.9041236042976379","0.5189570188522339, 0.33218008279800415",-21.705801216062106,Leading Side
1.0343677010343677,24.860924771153083,25.024197338858293,162.1330647782551,156.07430004598422,146.1277106757088,146.96676532396987,204.1475719468557,199.42935564434455,"0.4568825364112854, 0.38218623399734497","0.43603214621543884, 0.3793252408504486","0.465170294046402, 0.4887193739414215","0.44045329093933105, 0.49079734086990356","0.3834039866924286, 0.5796316862106323","0.35021406412124634, 0.58394855260849","0.415548175573349, 0.7139375805854797","0.37726396322250366, 0.7330862879753113","0.502140462398529, 0.5787934064865112","0.4868316650390625, 0.5850633382797241","0.38732677698135376, 0.863469123840332","0.3497174382209778, 0.904126763343811","0.5186973810195923, 0.3319283127784729",-21.61309978253175,Leading Side
1.0677344010677343,24.852400132387235,25.82030647370324,162.12370622037014,157.16158963277368,146.2564151773397,146.79256800397238,204.05931643285828,199.6445236252592,"0.45688262581825256, 0.3827744424343109","0.43497729301452637, 0.3801723122596741","0.4651314616203308, 0.4886329174041748","0.4409695267677307, 0.49066972732543945","0.38363760709762573, 0.5797587633132935","0.34967178106307983, 0.5839396715164185","0.41555076837539673, 0.7142695188522339","0.37725135684013367, 0.7328732013702393","0.5019508600234985, 0.5782654285430908","0.4868924617767334, 0.585066020488739","0.38731154799461365, 0.8635433912277222","0.3496561646461487, 0.9041352272033691","0.5185328722000122, 0.33171311020851135",-21.585379086382027,Leading Side
1.1011011011011012,25.27058686744303,26.34009815429476,163.02109079097494,157.75756796774618,146.29924887166078,146.72334223542202,203.99332821364712,199.9122392853137,"0.45727473497390747, 0.38319674134254456","0.4334796965122223, 0.38044026494026184","0.46612662076950073, 0.4886038303375244","0.4407760500907898, 0.49055805802345276","0.38389796018600464, 0.5797628164291382","0.34902116656303406, 0.5838465094566345","0.41561999917030334, 0.7146874070167542","0.37724804878234863, 0.7328423261642456","0.5019511580467224, 0.5782657861709595","0.48694053292274475, 0.5850698947906494","0.3873187005519867, 0.8635725975036621","0.34955617785453796, 0.9041044116020203","0.5169660449028015, 0.33108147978782654",-21.534963991374287,Leading Side
1.1344678011344678,25.491794988790225,26.57470077652017,163.5560862961645,157.93760719438,146.35968189941903,146.60411374371324,203.82315319631223,200.0873652119064,"0.457690954208374, 0.38352784514427185","0.4326804578304291, 0.38055577874183655","0.4668045938014984, 0.48858532309532166","0.44051799178123474, 0.49045640230178833","0.3841899335384369, 0.5797617435455322","0.348554790019989, 0.583697497844696","0.41565245389938354, 0.7148947715759277","0.3772468566894531, 0.7326889038085938","0.5019532442092896, 0.5782655477523804","0.4869508743286133, 0.5850641131401062","0.38747960329055786, 0.8637577295303345","0.34952330589294434, 0.9041047096252441","0.5162786245346069, 0.33072972297668457",-21.538297099758896,Leading Side
1.1678345011678346,26.185067328503425,27.598027823602997,164.5487215001858,159.3207637459004,146.17839673836554,146.68281976967717,203.7314995473992,200.4567342453404,"0.4584054946899414, 0.384196400642395","0.4298023581504822, 0.3805566132068634","0.4683014750480652, 0.48825496435165405","0.44053786993026733, 0.4907400608062744","0.38429921865463257, 0.5797700881958008","0.34765592217445374, 0.5835385918617249","0.4156661033630371, 0.7148920297622681","0.37725526094436646, 0.73188316822052","0.5023070573806763, 0.577382504940033","0.48702526092529297, 0.5850313305854797","0.3875451683998108, 0.8642541170120239","0.3494392931461334, 0.9041452407836914","0.5162573456764221, 0.3308124542236328",-21.407533389614496,Leading Side
1.2012012012012012,26.576786473994694,28.087196122067983,165.1193102170325,159.88994504749584,146.00561425380667,146.6807654258644,203.6495108502357,200.64353918153077,"0.459191232919693, 0.38486385345458984","0.42837172746658325, 0.3806564211845398","0.4693029820919037, 0.4880836606025696","0.4404613971710205, 0.49100595712661743","0.38443779945373535, 0.5797886848449707","0.34716081619262695, 0.5833398103713989","0.4156695008277893, 0.7149321436882019","0.37725573778152466, 0.731468677520752","0.5024626851081848, 0.5768880248069763","0.48703551292419434, 0.5849840044975281","0.38755857944488525, 0.8646085858345032","0.34941330552101135, 0.9041515588760376","0.5162052512168884, 0.33084842562675476",-21.417909160555844,Leading Side
1.234567901234568,26.29007358748663,26.149731416922304,164.47715033703136,156.15384046127923,145.7181308710616,146.83357570512194,203.55271099642488,200.68165322615693,"0.4603630006313324, 0.38577061891555786","0.42710861563682556, 0.38065698742866516","0.4692392945289612, 0.488077312707901","0.43591466546058655, 0.4917236864566803","0.3845963776111603, 0.57978755235672","0.3468390107154846, 0.583224892616272","0.41567349433898926, 0.7149304151535034","0.377082496881485, 0.7312155961990356","0.5023725628852844, 0.5767835378646851","0.48549777269363403, 0.5835044384002686","0.387653112411499, 0.8646233677864075","0.3492841422557831, 0.9041541218757629","0.5160910487174988, 0.3309667706489563",-21.47714738397033,Leading Side
1.267934601267935,26.096295119361013,24.77863146499092,164.08415607417385,153.4289936205174,145.54073065373638,146.86442570155214,203.4014725144264,200.72260936546704,"0.46120625734329224, 0.38646215200424194","0.42649322748184204, 0.3806663155555725","0.4692445695400238, 0.4880703389644623","0.4328154921531677, 0.49203282594680786","0.3847716152667999, 0.5797801613807678","0.34661924839019775, 0.5831330418586731","0.41568851470947266, 0.7149192094802856","0.37700003385543823, 0.7310563325881958","0.5022653341293335, 0.5766751766204834","0.48474153876304626, 0.5826267600059509","0.38788795471191406, 0.8646958470344543","0.34922266006469727, 0.9041574597358704","0.5160648226737976, 0.331013947725296",-21.550720198176137,Leading Side
1.3013013013013013,26.10315489760213,25.257470030713023,163.851800334743,153.9311130959786,145.0059672479804,146.61367947174145,203.2446579522375,200.7623017164105,"0.46319112181663513, 0.38782641291618347","0.42695409059524536, 0.380399614572525","0.4700910151004791, 0.48856988549232483","0.43392467498779297, 0.49300986528396606","0.3849138617515564, 0.5797816514968872","0.3463107943534851, 0.5828890800476074","0.41569218039512634, 0.7151552438735962","0.3769170343875885, 0.7310593724250793","0.5023117661476135, 0.5767781734466553","0.48477405309677124, 0.5824810266494751","0.3881051242351532, 0.8649392127990723","0.34921663999557495, 0.9041659235954285","0.5159412622451782, 0.3310821056365967",-21.944353707235816,Leading Side
